run, name, edit distance, time(ms), memory_KB, file1, file2
24, Memoización, 0, 157.285, 504360, files/test3.txt, files/test3.txt
25, Memoización, 0, 158.134, 504232, files/test3.txt, files/test3.txt
26, Memoización, 0, 154.953, 504360, files/test3.txt, files/test3.txt
27, Memoización, 0, 158.609, 504324, files/test3.txt, files/test3.txt
28, Memoización, 0, 177.569, 504356, files/test3.txt, files/test3.txt
29, Memoización, 0, 160.026, 504360, files/test3.txt, files/test3.txt
30, Memoización, 0, 154.541, 504360, files/test3.txt, files/test3.txt
1, Memoización, 14670, 1367.51, 1005440, files/test3.txt, files/test4.txt
2, Memoización, 14670, 1373.27, 1005480, files/test3.txt, files/test4.txt
3, Memoización, 14670, 1381.83, 1005316, files/test3.txt, files/test4.txt
4, Memoización, 14670, 1375.22, 1005432, files/test3.txt, files/test4.txt
5, Memoización, 14670, 1376.64, 1005468, files/test3.txt, files/test4.txt
6, Memoización, 14670, 1377.53, 1005480, files/test3.txt, files/test4.txt
7, Memoización, 14670, 1376.31, 1005480, files/test3.txt, files/test4.txt
8, Memoización, 14670, 1379.22, 1005480, files/test3.txt, files/test4.txt
9, Memoización, 14670, 1390.44, 1005432, files/test3.txt, files/test4.txt
10, Memoización, 14670, 1379.75, 1005448, files/test3.txt, files/test4.txt
11, Memoización, 14670, 1381.05, 1005480, files/test3.txt, files/test4.txt
12, Memoización, 14670, 1375.73, 1005480, files/test3.txt, files/test4.txt
13, Memoización, 14670, 1377.77, 1005476, files/test3.txt, files/test4.txt
14, Memoización, 14670, 1384.31, 1005480, files/test3.txt, files/test4.txt
15, Memoización, 14670, 1380.8, 1005448, files/test3.txt, files/test4.txt
16, Memoización, 14670, 1387.86, 1005480, files/test3.txt, files/test4.txt
17, Memoización, 14670, 1382.53, 1005444, files/test3.txt, files/test4.txt
18, Memoización, 14670, 1390.3, 1005480, files/test3.txt, files/test4.txt
19, Memoización, 14670, 1383.12, 1005444, files/test3.txt, files/test4.txt
20, Memoización, 14670, 1384.49, 1005480, files/test3.txt, files/test4.txt
21, Memoización, 14670, 1387.26, 1005444, files/test3.txt, files/test4.txt
22, Memoización, 14670, 1382.8, 1005348, files/test3.txt, files/test4.txt
23, Memoización, 14670, 1384.06, 1005432, files/test3.txt, files/test4.txt
24, Memoización, 14670, 1381.86, 1005424, files/test3.txt, files/test4.txt
25, Memoización, 14670, 1396.45, 1005448, files/test3.txt, files/test4.txt
26, Memoización, 14670, 1386.33, 1005400, files/test3.txt, files/test4.txt
27, Memoización, 14670, 1389.94, 1005480, files/test3.txt, files/test4.txt
28, Memoización, 14670, 1384.92, 1005476, files/test3.txt, files/test4.txt
29, Memoización, 14670, 1393.55, 1005480, files/test3.txt, files/test4.txt
30, Memoización, 14670, 1384.02, 1005468, files/test3.txt, files/test4.txt
1, Memoización, 28232, 2706.06, 2022396, files/test3.txt, files/test5.txt
2, Memoización, 28232, 2718.5, 2022404, files/test3.txt, files/test5.txt
3, Memoización, 28232, 2715.12, 2022392, files/test3.txt, files/test5.txt
4, Memoización, 28232, 2714.44, 2022384, files/test3.txt, files/test5.txt
5, Memoización, 28232, 2711.15, 2022404, files/test3.txt, files/test5.txt
6, Memoización, 28232, 2707.84, 2022400, files/test3.txt, files/test5.txt
7, Memoización, 28232, 2715.17, 2022436, files/test3.txt, files/test5.txt
8, Memoización, 28232, 2721.22, 2022428, files/test3.txt, files/test5.txt
9, Memoización, 28232, 2715.15, 2022388, files/test3.txt, files/test5.txt
10, Memoización, 28232, 2712.42, 2022436, files/test3.txt, files/test5.txt
11, Memoización, 28232, 2710.42, 2022432, files/test3.txt, files/test5.txt
12, Memoización, 28232, 2713.42, 2022384, files/test3.txt, files/test5.txt
13, Memoización, 28232, 2717.65, 2022376, files/test3.txt, files/test5.txt
14, Memoización, 28232, 2723.13, 2022376, files/test3.txt, files/test5.txt
15, Memoización, 28232, 2714.85, 2022436, files/test3.txt, files/test5.txt
16, Memoización, 28232, 2716.81, 2022436, files/test3.txt, files/test5.txt
17, Memoización, 28232, 2715.06, 2022436, files/test3.txt, files/test5.txt
18, Memoización, 28232, 2716.4, 2022436, files/test3.txt, files/test5.txt
19, Memoización, 28232, 2711.13, 2022340, files/test3.txt, files/test5.txt
20, Memoización, 28232, 2716.79, 2022380, files/test3.txt, files/test5.txt
21, Memoización, 28232, 2705.21, 2022432, files/test3.txt, files/test5.txt
22, Memoización, 28232, 2717.21, 2022424, files/test3.txt, files/test5.txt
23, Memoización, 28232, 2716.84, 2022436, files/test3.txt, files/test5.txt
24, Memoización, 28232, 2720.92, 2022436, files/test3.txt, files/test5.txt
25, Memoización, 28232, 2725.35, 2022432, files/test3.txt, files/test5.txt
26, Memoización, 28232, 2725.97, 2022436, files/test3.txt, files/test5.txt
27, Memoización, 28232, 2715.59, 2022432, files/test3.txt, files/test5.txt
28, Memoización, 28232, 2715.32, 2022380, files/test3.txt, files/test5.txt
29, Memoización, 28232, 2721.95, 2022388, files/test3.txt, files/test5.txt
30, Memoización, 28232, 2731.03, 2022424, files/test3.txt, files/test5.txt
1, Memoización, 14526, 328.719, 255144, files/test4.txt, files/test1.txt
2, Memoización, 14526, 333.683, 255136, files/test4.txt, files/test1.txt
3, Memoización, 14526, 326.054, 255144, files/test4.txt, files/test1.txt
4, Memoización, 14526, 327.72, 255144, files/test4.txt, files/test1.txt
5, Memoización, 14526, 325.635, 255144, files/test4.txt, files/test1.txt
6, Memoización, 14526, 323.852, 255016, files/test4.txt, files/test1.txt
7, Memoización, 14526, 320.074, 255144, files/test4.txt, files/test1.txt
8, Memoización, 14526, 325.065, 255144, files/test4.txt, files/test1.txt
9, Memoización, 14526, 327.462, 255096, files/test4.txt, files/test1.txt
10, Memoización, 14526, 333.774, 255140, files/test4.txt, files/test1.txt
11, Memoización, 14526, 329.93, 255144, files/test4.txt, files/test1.txt
12, Memoización, 14526, 324.326, 255108, files/test4.txt, files/test1.txt
13, Memoización, 14526, 321.248, 255144, files/test4.txt, files/test1.txt
14, Memoización, 14526, 322.599, 255108, files/test4.txt, files/test1.txt
15, Memoización, 14526, 325.45, 255108, files/test4.txt, files/test1.txt
16, Memoización, 14526, 324.177, 255140, files/test4.txt, files/test1.txt
17, Memoización, 14526, 321.639, 255104, files/test4.txt, files/test1.txt
18, Memoización, 14526, 324.815, 255144, files/test4.txt, files/test1.txt
19, Memoización, 14526, 324.751, 255108, files/test4.txt, files/test1.txt
20, Memoización, 14526, 330.761, 255108, files/test4.txt, files/test1.txt
21, Memoización, 14526, 324.656, 255096, files/test4.txt, files/test1.txt
22, Memoización, 14526, 324.156, 255084, files/test4.txt, files/test1.txt
23, Memoización, 14526, 321.803, 255144, files/test4.txt, files/test1.txt
24, Memoización, 14526, 327.566, 255092, files/test4.txt, files/test1.txt
25, Memoización, 14526, 333.572, 255108, files/test4.txt, files/test1.txt
26, Memoización, 14526, 324.424, 255016, files/test4.txt, files/test1.txt
27, Memoización, 14526, 328.084, 255140, files/test4.txt, files/test1.txt
28, Memoización, 14526, 324.164, 255112, files/test4.txt, files/test1.txt
29, Memoización, 14526, 322.247, 255108, files/test4.txt, files/test1.txt
30, Memoización, 14526, 333.639, 255136, files/test4.txt, files/test1.txt
1, Memoización, 14110, 668.744, 505348, files/test4.txt, files/test2.txt
2, Memoización, 14110, 670.861, 505376, files/test4.txt, files/test2.txt
3, Memoización, 14110, 669.596, 505376, files/test4.txt, files/test2.txt
4, Memoización, 14110, 671.39, 505384, files/test4.txt, files/test2.txt
5, Memoización, 14110, 673.788, 505348, files/test4.txt, files/test2.txt
6, Memoización, 14110, 669.664, 505248, files/test4.txt, files/test2.txt
7, Memoización, 14110, 667.08, 505376, files/test4.txt, files/test2.txt
8, Memoización, 14110, 669.059, 505336, files/test4.txt, files/test2.txt
9, Memoización, 14110, 673.113, 505384, files/test4.txt, files/test2.txt
10, Memoización, 14110, 680.793, 505336, files/test4.txt, files/test2.txt
11, Memoización, 14110, 669.619, 505384, files/test4.txt, files/test2.txt
12, Memoización, 14110, 667.588, 505332, files/test4.txt, files/test2.txt
13, Memoización, 14110, 671.677, 505348, files/test4.txt, files/test2.txt
14, Memoización, 14110, 670.01, 505348, files/test4.txt, files/test2.txt
15, Memoización, 14110, 672.487, 505384, files/test4.txt, files/test2.txt
16, Memoización, 14110, 686.453, 505348, files/test4.txt, files/test2.txt
17, Memoización, 14110, 668.494, 505384, files/test4.txt, files/test2.txt
18, Memoización, 14110, 671.456, 505384, files/test4.txt, files/test2.txt
19, Memoización, 14110, 670.006, 505348, files/test4.txt, files/test2.txt
20, Memoización, 14110, 669.376, 505256, files/test4.txt, files/test2.txt
21, Memoización, 14110, 678.553, 505380, files/test4.txt, files/test2.txt
22, Memoización, 14110, 676.245, 505348, files/test4.txt, files/test2.txt
23, Memoización, 14110, 667.842, 505348, files/test4.txt, files/test2.txt
24, Memoización, 14110, 668.968, 505384, files/test4.txt, files/test2.txt
25, Memoización, 14110, 667.643, 505376, files/test4.txt, files/test2.txt
26, Memoización, 14110, 666.524, 505384, files/test4.txt, files/test2.txt
27, Memoización, 14110, 668.958, 505384, files/test4.txt, files/test2.txt
28, Memoización, 14110, 673.296, 505384, files/test4.txt, files/test2.txt
29, Memoización, 14110, 668.487, 505384, files/test4.txt, files/test2.txt
30, Memoización, 14110, 675.038, 505376, files/test4.txt, files/test2.txt
1, Memoización, 14670, 1361.55, 1005552, files/test4.txt, files/test3.txt
2, Memoización, 14670, 1360.7, 1005700, files/test4.txt, files/test3.txt
3, Memoización, 14670, 1384.07, 1005700, files/test4.txt, files/test3.txt
4, Memoización, 14670, 1365.44, 1005516, files/test4.txt, files/test3.txt
5, Memoización, 14670, 1364.26, 1005732, files/test4.txt, files/test3.txt
6, Memoización, 14670, 1363.73, 1005704, files/test4.txt, files/test3.txt
7, Memoización, 14670, 1371, 1005736, files/test4.txt, files/test3.txt
8, Memoización, 14670, 1378.8, 1005656, files/test4.txt, files/test3.txt
9, Memoización, 14670, 1386.7, 1005736, files/test4.txt, files/test3.txt
10, Memoización, 14670, 1367.02, 1005608, files/test4.txt, files/test3.txt
11, Memoización, 14670, 1366.72, 1005572, files/test4.txt, files/test3.txt
12, Memoización, 14670, 1362.45, 1005568, files/test4.txt, files/test3.txt
13, Memoización, 14670, 1363.89, 1005700, files/test4.txt, files/test3.txt
14, Memoización, 14670, 1364.94, 1005736, files/test4.txt, files/test3.txt
15, Memoización, 14670, 1373.03, 1005728, files/test4.txt, files/test3.txt
16, Memoización, 14670, 1369.56, 1005736, files/test4.txt, files/test3.txt
17, Memoización, 14670, 1368.6, 1005700, files/test4.txt, files/test3.txt
18, Memoización, 14670, 1371.68, 1005600, files/test4.txt, files/test3.txt
19, Memoización, 14670, 1365.3, 1005736, files/test4.txt, files/test3.txt
20, Memoización, 14670, 1366.57, 1005736, files/test4.txt, files/test3.txt
21, Memoización, 14670, 1368.59, 1005700, files/test4.txt, files/test3.txt
22, Memoización, 14670, 1373.22, 1005736, files/test4.txt, files/test3.txt
23, Memoización, 14670, 1373.31, 1005688, files/test4.txt, files/test3.txt
24, Memoización, 14670, 1366.46, 1005732, files/test4.txt, files/test3.txt
25, Memoización, 14670, 1368.46, 1005736, files/test4.txt, files/test3.txt
26, Memoización, 14670, 1368.96, 1005736, files/test4.txt, files/test3.txt
27, Memoización, 14670, 1362.14, 1005572, files/test4.txt, files/test3.txt
28, Memoización, 14670, 1367.26, 1005600, files/test4.txt, files/test3.txt
29, Memoización, 14670, 1364.15, 1005728, files/test4.txt, files/test3.txt
30, Memoización, 14670, 1361, 1005608, files/test4.txt, files/test3.txt
1, Memoización, 0, 636.001, 2005288, files/test4.txt, files/test4.txt
2, Memoización, 0, 641.333, 2005236, files/test4.txt, files/test4.txt
3, Memoización, 0, 634.699, 2005288, files/test4.txt, files/test4.txt
4, Memoización, 0, 637.617, 2005252, files/test4.txt, files/test4.txt
5, Memoización, 0, 640.156, 2005288, files/test4.txt, files/test4.txt
6, Memoización, 0, 637.828, 2005288, files/test4.txt, files/test4.txt
7, Memoización, 0, 644.765, 2005280, files/test4.txt, files/test4.txt
8, Memoización, 0, 640.804, 2005288, files/test4.txt, files/test4.txt
9, Memoización, 0, 645.87, 2005284, files/test4.txt, files/test4.txt
10, Memoización, 0, 644.266, 2005256, files/test4.txt, files/test4.txt
11, Memoización, 0, 640.91, 2005288, files/test4.txt, files/test4.txt
12, Memoización, 0, 640.871, 2005252, files/test4.txt, files/test4.txt
13, Memoización, 0, 642.887, 2005252, files/test4.txt, files/test4.txt
14, Memoización, 0, 640.888, 2005240, files/test4.txt, files/test4.txt
15, Memoización, 0, 643.921, 2005288, files/test4.txt, files/test4.txt
16, Memoización, 0, 638.413, 2005288, files/test4.txt, files/test4.txt
17, Memoización, 0, 639.429, 2005236, files/test4.txt, files/test4.txt
18, Memoización, 0, 641.416, 2005288, files/test4.txt, files/test4.txt
19, Memoización, 0, 650.503, 2005240, files/test4.txt, files/test4.txt
20, Memoización, 0, 643.16, 2005172, files/test4.txt, files/test4.txt
21, Memoización, 0, 641.225, 2005252, files/test4.txt, files/test4.txt
22, Memoización, 0, 641.334, 2005288, files/test4.txt, files/test4.txt
23, Memoización, 0, 643.222, 2005252, files/test4.txt, files/test4.txt
24, Memoización, 0, 643.558, 2005280, files/test4.txt, files/test4.txt
25, Memoización, 0, 642.102, 2005236, files/test4.txt, files/test4.txt
26, Memoización, 0, 646.753, 2005284, files/test4.txt, files/test4.txt
27, Memoización, 0, 642.359, 2005252, files/test4.txt, files/test4.txt
28, Memoización, 0, 646.443, 2005240, files/test4.txt, files/test4.txt
29, Memoización, 0, 640.307, 2005256, files/test4.txt, files/test4.txt
30, Memoización, 0, 642.14, 2005252, files/test4.txt, files/test4.txt
1, Memoización, 29370, 5527.36, 4039084, files/test4.txt, files/test5.txt
2, Memoización, 29370, 5524.63, 4039132, files/test4.txt, files/test5.txt
3, Memoización, 29370, 5536.88, 4039132, files/test4.txt, files/test5.txt
4, Memoización, 29370, 5534.86, 4039084, files/test4.txt, files/test5.txt
5, Memoización, 29370, 5528.09, 4039136, files/test4.txt, files/test5.txt
6, Memoización, 29370, 5556.89, 4039124, files/test4.txt, files/test5.txt
7, Memoización, 29370, 5536.11, 4039136, files/test4.txt, files/test5.txt
8, Memoización, 29370, 5565.33, 4039128, files/test4.txt, files/test5.txt
9, Memoización, 29370, 5532.52, 4039136, files/test4.txt, files/test5.txt
10, Memoización, 29370, 5525.7, 4039136, files/test4.txt, files/test5.txt
11, Memoización, 29370, 5539.35, 4039104, files/test4.txt, files/test5.txt
12, Memoización, 29370, 5534.14, 4039136, files/test4.txt, files/test5.txt
13, Memoización, 29370, 5545.59, 4039140, files/test4.txt, files/test5.txt
14, Memoización, 29370, 5544.71, 4039080, files/test4.txt, files/test5.txt
15, Memoización, 29370, 5542.84, 4039104, files/test4.txt, files/test5.txt
16, Memoización, 29370, 5552.85, 4039076, files/test4.txt, files/test5.txt
17, Memoización, 29370, 5548.27, 4039100, files/test4.txt, files/test5.txt
18, Memoización, 29370, 5540.6, 4039100, files/test4.txt, files/test5.txt
19, Memoización, 29370, 5539.77, 4039136, files/test4.txt, files/test5.txt
20, Memoización, 29370, 5537.57, 4039092, files/test4.txt, files/test5.txt
21, Memoización, 29370, 5536.85, 4039108, files/test4.txt, files/test5.txt
22, Memoización, 29370, 5540.89, 4039136, files/test4.txt, files/test5.txt
23, Memoización, 29370, 5539.51, 4039140, files/test4.txt, files/test5.txt
24, Memoización, 29370, 5559.09, 4039136, files/test4.txt, files/test5.txt
25, Memoización, 29370, 5566.52, 4039132, files/test4.txt, files/test5.txt
26, Memoización, 29370, 5539.15, 4039040, files/test4.txt, files/test5.txt
27, Memoización, 29370, 5550.37, 4039092, files/test4.txt, files/test5.txt
28, Memoización, 29370, 5548.25, 4039140, files/test4.txt, files/test5.txt
29, Memoización, 29370, 5539.2, 4039136, files/test4.txt, files/test5.txt
30, Memoización, 29370, 5541.45, 4039012, files/test4.txt, files/test5.txt
1, Memoización, 30146, 597.997, 506752, files/test5.txt, files/test1.txt
2, Memoización, 30146, 599.559, 506756, files/test5.txt, files/test1.txt
3, Memoización, 30146, 590.111, 506792, files/test5.txt, files/test1.txt
4, Memoización, 30146, 590.529, 506792, files/test5.txt, files/test1.txt
5, Memoización, 30146, 597.828, 506792, files/test5.txt, files/test1.txt
6, Memoización, 30146, 607.178, 506756, files/test5.txt, files/test1.txt
7, Memoización, 30146, 597.759, 506736, files/test5.txt, files/test1.txt
8, Memoización, 30146, 591.024, 506608, files/test5.txt, files/test1.txt
9, Memoización, 30146, 589.571, 506756, files/test5.txt, files/test1.txt
10, Memoización, 30146, 593.1, 506744, files/test5.txt, files/test1.txt
11, Memoización, 30146, 608.065, 506792, files/test5.txt, files/test1.txt
12, Memoización, 30146, 591.414, 506792, files/test5.txt, files/test1.txt
13, Memoización, 30146, 590.067, 506616, files/test5.txt, files/test1.txt
14, Memoización, 30146, 588.402, 506760, files/test5.txt, files/test1.txt
15, Memoización, 30146, 590.357, 506792, files/test5.txt, files/test1.txt
16, Memoización, 30146, 592.73, 506792, files/test5.txt, files/test1.txt
17, Memoización, 30146, 597.653, 506792, files/test5.txt, files/test1.txt
18, Memoización, 30146, 591.791, 506744, files/test5.txt, files/test1.txt
19, Memoización, 30146, 589.933, 506744, files/test5.txt, files/test1.txt
20, Memoización, 30146, 588.478, 506752, files/test5.txt, files/test1.txt
21, Memoización, 30146, 589.478, 506784, files/test5.txt, files/test1.txt
22, Memoización, 30146, 586.616, 506792, files/test5.txt, files/test1.txt
23, Memoización, 30146, 589.508, 506792, files/test5.txt, files/test1.txt
24, Memoización, 30146, 591.938, 506780, files/test5.txt, files/test1.txt
25, Memoización, 30146, 589.548, 506792, files/test5.txt, files/test1.txt
26, Memoización, 30146, 602.855, 506756, files/test5.txt, files/test1.txt
27, Memoización, 30146, 591.927, 506756, files/test5.txt, files/test1.txt
28, Memoización, 30146, 595.942, 506740, files/test5.txt, files/test1.txt
29, Memoización, 30146, 593.546, 506792, files/test5.txt, files/test1.txt
30, Memoización, 30146, 589.243, 506792, files/test5.txt, files/test1.txt
1, Memoización, 29038, 1299.35, 1007016, files/test5.txt, files/test2.txt
2, Memoización, 29038, 1305.97, 1006888, files/test5.txt, files/test2.txt
3, Memoización, 29038, 1308.72, 1007016, files/test5.txt, files/test2.txt
4, Memoización, 29038, 1311.67, 1007004, files/test5.txt, files/test2.txt
5, Memoización, 29038, 1314.61, 1007016, files/test5.txt, files/test2.txt
6, Memoización, 29038, 1310.03, 1006984, files/test5.txt, files/test2.txt
7, Memoización, 29038, 1310.24, 1007008, files/test5.txt, files/test2.txt
8, Memoización, 29038, 1333.04, 1006976, files/test5.txt, files/test2.txt
9, Memoización, 29038, 1320.64, 1006980, files/test5.txt, files/test2.txt
10, Memoización, 29038, 1313.09, 1007016, files/test5.txt, files/test2.txt
11, Memoización, 29038, 1314.62, 1007016, files/test5.txt, files/test2.txt
12, Memoización, 29038, 1310.76, 1007008, files/test5.txt, files/test2.txt
13, Memoización, 29038, 1314.01, 1007016, files/test5.txt, files/test2.txt
14, Memoización, 29038, 1313.67, 1006888, files/test5.txt, files/test2.txt
15, Memoización, 29038, 1313.43, 1007016, files/test5.txt, files/test2.txt
16, Memoización, 29038, 1314.54, 1007008, files/test5.txt, files/test2.txt
17, Memoización, 29038, 1331.74, 1007008, files/test5.txt, files/test2.txt
18, Memoización, 29038, 1319.25, 1006980, files/test5.txt, files/test2.txt
19, Memoización, 29038, 1311.29, 1006980, files/test5.txt, files/test2.txt
20, Memoización, 29038, 1311.11, 1006976, files/test5.txt, files/test2.txt
21, Memoización, 29038, 1310.82, 1007016, files/test5.txt, files/test2.txt
22, Memoización, 29038, 1318.1, 1007016, files/test5.txt, files/test2.txt
23, Memoización, 29038, 1312.35, 1006980, files/test5.txt, files/test2.txt
24, Memoización, 29038, 1312.48, 1006980, files/test5.txt, files/test2.txt
25, Memoización, 29038, 1310.93, 1006980, files/test5.txt, files/test2.txt
26, Memoización, 29038, 1310.93, 1006980, files/test5.txt, files/test2.txt
27, Memoización, 29038, 1313.96, 1007008, files/test5.txt, files/test2.txt
28, Memoización, 29038, 1309.31, 1006968, files/test5.txt, files/test2.txt
29, Memoización, 29038, 1309.99, 1007012, files/test5.txt, files/test2.txt
30, Memoización, 29038, 1312.33, 1006932, files/test5.txt, files/test2.txt
1, Memoización, 28232, 2673.18, 2007336, files/test5.txt, files/test3.txt
2, Memoización, 28232, 2675.31, 2007292, files/test5.txt, files/test3.txt
3, Memoización, 28232, 2682.89, 2007328, files/test5.txt, files/test3.txt
4, Memoización, 28232, 2673.6, 2007336, files/test5.txt, files/test3.txt
5, Memoización, 28232, 2678.76, 2007300, files/test5.txt, files/test3.txt
6, Memoización, 28232, 2681.67, 2007328, files/test5.txt, files/test3.txt
7, Memoización, 28232, 2672.18, 2007328, files/test5.txt, files/test3.txt
8, Memoización, 28232, 2682.71, 2007336, files/test5.txt, files/test3.txt
9, Memoización, 28232, 2681.14, 2007300, files/test5.txt, files/test3.txt
10, Memoización, 28232, 2691.15, 2007336, files/test5.txt, files/test3.txt
11, Memoización, 28232, 2684.95, 2007328, files/test5.txt, files/test3.txt
12, Memoización, 28232, 2701.61, 2007332, files/test5.txt, files/test3.txt
13, Memoización, 28232, 2684.66, 2007328, files/test5.txt, files/test3.txt
14, Memoización, 28232, 2687.52, 2007296, files/test5.txt, files/test3.txt
15, Memoización, 28232, 2683.87, 2007300, files/test5.txt, files/test3.txt
16, Memoización, 28232, 2685.68, 2007336, files/test5.txt, files/test3.txt
17, Memoización, 28232, 2677.62, 2007336, files/test5.txt, files/test3.txt
18, Memoización, 28232, 2699.98, 2007336, files/test5.txt, files/test3.txt
19, Memoización, 28232, 2684.9, 2007288, files/test5.txt, files/test3.txt
20, Memoización, 28232, 2689.95, 2007336, files/test5.txt, files/test3.txt
21, Memoización, 28232, 2696.17, 2007300, files/test5.txt, files/test3.txt
22, Memoización, 28232, 2687.74, 2007328, files/test5.txt, files/test3.txt
23, Memoización, 28232, 2694.14, 2007328, files/test5.txt, files/test3.txt
24, Memoización, 28232, 2686.37, 2007336, files/test5.txt, files/test3.txt
25, Memoización, 28232, 2690.02, 2007336, files/test5.txt, files/test3.txt
26, Memoización, 28232, 2692.36, 2007300, files/test5.txt, files/test3.txt
27, Memoización, 28232, 2688.92, 2007328, files/test5.txt, files/test3.txt
28, Memoización, 28232, 2727, 2007336, files/test5.txt, files/test3.txt
29, Memoización, 28232, 2909.79, 2007336, files/test5.txt, files/test3.txt
30, Memoización, 28232, 2902.99, 2007208, files/test5.txt, files/test3.txt
1, Memoización, 29370, 5837.71, 4007976, files/test5.txt, files/test4.txt
2, Memoización, 29370, 6089.37, 4007844, files/test5.txt, files/test4.txt
3, Memoización, 29370, 5770.34, 4007972, files/test5.txt, files/test4.txt
4, Memoización, 29370, 5724.88, 4007944, files/test5.txt, files/test4.txt
5, Memoización, 29370, 6067.81, 4007812, files/test5.txt, files/test4.txt
6, Memoización, 29370, 5688.82, 4007976, files/test5.txt, files/test4.txt
7, Memoización, 29370, 5777.16, 4007968, files/test5.txt, files/test4.txt
8, Memoización, 29370, 5971.75, 4007812, files/test5.txt, files/test4.txt
9, Memoización, 29370, 6370.3, 4007800, files/test5.txt, files/test4.txt
10, Memoización, 29370, 5921.63, 4007920, files/test5.txt, files/test4.txt
11, Memoización, 29370, 5676.68, 4007920, files/test5.txt, files/test4.txt
12, Memoización, 29370, 5716.69, 4007976, files/test5.txt, files/test4.txt
13, Memoización, 29370, 5550.59, 4007968, files/test5.txt, files/test4.txt
14, Memoización, 29370, 5778.88, 4007976, files/test5.txt, files/test4.txt
15, Memoización, 29370, 5958.07, 4007976, files/test5.txt, files/test4.txt
16, Memoización, 29370, 5831.38, 4007796, files/test5.txt, files/test4.txt
17, Memoización, 29370, 5647.12, 4007928, files/test5.txt, files/test4.txt
18, Memoización, 29370, 5754.56, 4007976, files/test5.txt, files/test4.txt
19, Memoización, 29370, 5777.38, 4007936, files/test5.txt, files/test4.txt
20, Memoización, 29370, 5753.95, 4007840, files/test5.txt, files/test4.txt
21, Memoización, 29370, 6061.05, 4007940, files/test5.txt, files/test4.txt
22, Memoización, 29370, 5758.51, 4007800, files/test5.txt, files/test4.txt
23, Memoización, 29370, 5647.26, 4007816, files/test5.txt, files/test4.txt
24, Memoización, 29370, 5553.34, 4007944, files/test5.txt, files/test4.txt
25, Memoización, 29370, 5555, 4007920, files/test5.txt, files/test4.txt
26, Memoización, 29370, 5559.06, 4007940, files/test5.txt, files/test4.txt
27, Memoización, 29370, 5551.19, 4007976, files/test5.txt, files/test4.txt
28, Memoización, 29370, 5557.22, 4007976, files/test5.txt, files/test4.txt
29, Memoización, 29370, 5533.22, 4007712, files/test5.txt, files/test4.txt
30, Memoización, 29370, 5760.18, 4007976, files/test5.txt, files/test4.txt
1, Memoización, 0, 2545.32, 8070428, files/test5.txt, files/test5.txt
2, Memoización, 0, 2540.95, 8070400, files/test5.txt, files/test5.txt
3, Memoización, 0, 2552.6, 8070476, files/test5.txt, files/test5.txt
4, Memoización, 0, 2546.09, 8070472, files/test5.txt, files/test5.txt
5, Memoización, 0, 2534.33, 8070472, files/test5.txt, files/test5.txt
6, Memoización, 0, 2547.78, 8070436, files/test5.txt, files/test5.txt
7, Memoización, 0, 2530.62, 8070456, files/test5.txt, files/test5.txt
8, Memoización, 0, 2544.91, 8070504, files/test5.txt, files/test5.txt
9, Memoización, 0, 2540.42, 8070508, files/test5.txt, files/test5.txt
10, Memoización, 0, 2527.76, 8070512, files/test5.txt, files/test5.txt
11, Memoización, 0, 2535.18, 8070416, files/test5.txt, files/test5.txt
12, Memoización, 0, 2532.5, 8070500, files/test5.txt, files/test5.txt
13, Memoización, 0, 2535.31, 8070512, files/test5.txt, files/test5.txt
14, Memoización, 0, 2530.74, 8070496, files/test5.txt, files/test5.txt
15, Memoización, 0, 2544.8, 8070512, files/test5.txt, files/test5.txt
16, Memoización, 0, 2523.25, 8070468, files/test5.txt, files/test5.txt
17, Memoización, 0, 2544, 8070472, files/test5.txt, files/test5.txt
18, Memoización, 0, 2537.09, 8070472, files/test5.txt, files/test5.txt
19, Memoización, 0, 2532.82, 8070508, files/test5.txt, files/test5.txt
20, Memoización, 0, 2526.69, 8070472, files/test5.txt, files/test5.txt
21, Memoización, 0, 2527.8, 8070476, files/test5.txt, files/test5.txt
22, Memoización, 0, 2530.82, 8070484, files/test5.txt, files/test5.txt
23, Memoización, 0, 2529.87, 8070504, files/test5.txt, files/test5.txt
24, Memoización, 0, 2538.01, 8070468, files/test5.txt, files/test5.txt
25, Memoización, 0, 2532.08, 8070468, files/test5.txt, files/test5.txt
26, Memoización, 0, 2526.21, 8070504, files/test5.txt, files/test5.txt
27, Memoización, 0, 2527.75, 8070508, files/test5.txt, files/test5.txt
28, Memoización, 0, 2530.27, 8070508, files/test5.txt, files/test5.txt
29, Memoización, 0, 2533.33, 8070508, files/test5.txt, files/test5.txt
30, Memoización, 0, 2532.99, 8070476, files/test5.txt, files/test5.txt
1, Dinámico, 0, 16.047, 34692, files/test1.txt, files/test1.txt
2, Dinámico, 0, 15.7178, 34692, files/test1.txt, files/test1.txt
3, Dinámico, 0, 15.6697, 34720, files/test1.txt, files/test1.txt
4, Dinámico, 0, 15.6992, 34728, files/test1.txt, files/test1.txt
5, Dinámico, 0, 15.6848, 34688, files/test1.txt, files/test1.txt
6, Dinámico, 0, 15.9932, 34656, files/test1.txt, files/test1.txt
7, Dinámico, 0, 16.0549, 34728, files/test1.txt, files/test1.txt
8, Dinámico, 0, 15.7838, 34724, files/test1.txt, files/test1.txt
